S. No.,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death
1719,11/06/2020,Dadra and Nagar Haveli and Daman and Diu,28,26,2,0
1720,12/06/2020,Dadra and Nagar Haveli and Daman and Diu,30,28,2,0
1721,13/06/2020,Dadra and Nagar Haveli and Daman and Diu,30,28,2,0
1722,14/06/2020,Dadra and Nagar Haveli and Daman and Diu,35,33,2,0
1723,15/06/2020,Dadra and Nagar Haveli and Daman and Diu,36,34,2,0
1724,16/06/2020,Dadra and Nagar Haveli and Daman and Diu,36,31,5,0
1725,17/06/2020,Dadra and Nagar Haveli and Daman and Diu,45,36,9,0
1726,18/06/2020,Dadra and Nagar Haveli and Daman and Diu,57,45,12,0
1727,19/06/2020,Dadra and Nagar Haveli and Daman and Diu,58,45,13,0
1728,20/06/2020,Dadra and Nagar Haveli and Daman and Diu,62,48,14,0
1729,21/06/2020,Dadra and Nagar Haveli and Daman and Diu,68,42,26,0
1730,22/06/2020,Dadra and Nagar Haveli and Daman and Diu,88,62,26,0
1731,23/06/2020,Dadra and Nagar Haveli and Daman and Diu,91,64,27,0
1732,24/06/2020,Dadra and Nagar Haveli and Daman and Diu,120,91,29,0
1733,25/06/2020,Dadra and Nagar Haveli and Daman and Diu,120,90,30,0
1734,26/06/2020,Dadra and Nagar Haveli and Daman and Diu,155,123,32,0
1735,27/06/2020,Dadra and Nagar Haveli and Daman and Diu,163,122,41,0
1736,28/06/2020,Dadra and Nagar Haveli and Daman and Diu,177,122,55,0
1737,29/06/2020,Dadra and Nagar Haveli and Daman and Diu,178,118,60,0
1738,30/06/2020,Dadra and Nagar Haveli and Daman and Diu,203,126,77,0
1739,01/07/2020,Dadra and Nagar Haveli and Daman and Diu,213,131,82,0
1740,02/07/2020,Dadra and Nagar Haveli and Daman and Diu,215,129,86,0
1741,03/07/2020,Dadra and Nagar Haveli and Daman and Diu,230,141,89,0
1742,04/07/2020,Dadra and Nagar Haveli and Daman and Diu,257,161,96,0
1743,05/07/2020,Dadra and Nagar Haveli and Daman and Diu,271,175,96,0
1744,06/07/2020,Dadra and Nagar Haveli and Daman and Diu,271,165,106,0
1745,07/07/2020,Dadra and Nagar Haveli and Daman and Diu,297,183,114,0
1746,08/07/2020,Dadra and Nagar Haveli and Daman and Diu,405,222,183,0
1747,09/07/2020,Dadra and Nagar Haveli and Daman and Diu,408,224,184,0
1748,10/07/2020,Dadra and Nagar Haveli and Daman and Diu,411,222,189,0
1749,11/07/2020,Dadra and Nagar Haveli and Daman and Diu,459,248,211,0
1750,12/07/2020,Dadra and Nagar Haveli and Daman and Diu,471,245,226,0
1751,13/07/2020,Dadra and Nagar Haveli and Daman and Diu,479,234,245,0
1752,14/07/2020,Dadra and Nagar Haveli and Daman and Diu,495,226,268,1
1753,15/07/2020,Dadra and Nagar Haveli and Daman and Diu,520,209,310,1
1754,16/07/2020,Dadra and Nagar Haveli and Daman and Diu,539,180,357,2
1755,17/07/2020,Dadra and Nagar Haveli and Daman and Diu,552,179,371,2
1756,18/07/2020,Dadra and Nagar Haveli and Daman and Diu,585,182,401,2
1757,19/07/2020,Dadra and Nagar Haveli and Daman and Diu,602,186,414,2
1758,20/07/2020,Dadra and Nagar Haveli and Daman and Diu,605,189,414,2
1759,21/07/2020,Dadra and Nagar Haveli and Daman and Diu,684,234,448,2
1760,22/07/2020,Dadra and Nagar Haveli and Daman and Diu,705,240,463,2
1761,23/07/2020,Dadra and Nagar Haveli and Daman and Diu,733,257,474,2
1762,24/07/2020,Dadra and Nagar Haveli and Daman and Diu,770,279,489,2
1763,25/07/2020,Dadra and Nagar Haveli and Daman and Diu,815,301,512,2
1764,26/07/2020,Dadra and Nagar Haveli and Daman and Diu,860,328,530,2
1765,27/07/2020,Dadra and Nagar Haveli and Daman and Diu,914,362,550,2
1766,28/07/2020,Dadra and Nagar Haveli and Daman and Diu,946,380,564,2
1767,29/07/2020,Dadra and Nagar Haveli and Daman and Diu,982,384,596,2
1768,30/07/2020,Dadra and Nagar Haveli and Daman and Diu,1026,376,648,2
1769,31/07/2020,Dadra and Nagar Haveli and Daman and Diu,1064,394,668,2
1770,01/08/2020,Dadra and Nagar Haveli and Daman and Diu,1100,412,686,2
1771,02/08/2020,Dadra and Nagar Haveli and Daman and Diu,1145,418,725,2
1772,03/08/2020,Dadra and Nagar Haveli and Daman and Diu,1184,416,766,2
1773,04/08/2020,Dadra and Nagar Haveli and Daman and Diu,1274,412,860,2
1774,05/08/2020,Dadra and Nagar Haveli and Daman and Diu,1325,404,919,2
1775,06/08/2020,Dadra and Nagar Haveli and Daman and Diu,1366,404,960,2
1776,07/08/2020,Dadra and Nagar Haveli and Daman and Diu,1391,416,973,2
1777,08/08/2020,Dadra and Nagar Haveli and Daman and Diu,1437,421,1014,2
1778,09/08/2020,Dadra and Nagar Haveli and Daman and Diu,1456,417,1037,2
1779,10/08/2020,Dadra and Nagar Haveli and Daman and Diu,1564,441,1121,2
1780,11/08/2020,Dadra and Nagar Haveli and Daman and Diu,1613,444,1167,2
1781,12/08/2020,Dadra and Nagar Haveli and Daman and Diu,1653,442,1209,2
1782,13/08/2020,Dadra and Nagar Haveli and Daman and Diu,1696,446,1248,2
1783,14/08/2020,Dadra and Nagar Haveli and Daman and Diu,1752,458,1292,2
1784,15/08/2020,Dadra and Nagar Haveli and Daman and Diu,1797,464,1331,2
1785,16/08/2020,Dadra and Nagar Haveli and Daman and Diu,1843,457,1384,2
1786,17/08/2020,Dadra and Nagar Haveli and Daman and Diu,1878,445,1431,2
1787,18/08/2020,Dadra and Nagar Haveli and Daman and Diu,1908,447,1459,2
1788,19/08/2020,Dadra and Nagar Haveli and Daman and Diu,1951,425,1524,2
1789,20/08/2020,Dadra and Nagar Haveli and Daman and Diu,1995,389,1604,2
1790,21/08/2020,Dadra and Nagar Haveli and Daman and Diu,2030,401,1627,2
1791,22/08/2020,Dadra and Nagar Haveli and Daman and Diu,2082,428,1652,2
1792,23/08/2020,Dadra and Nagar Haveli and Daman and Diu,2120,416,1702,2
1793,24/08/2020,Dadra and Nagar Haveli and Daman and Diu,2161,406,1753,2
1794,25/08/2020,Dadra and Nagar Haveli and Daman and Diu,2181,393,1786,2
1795,26/08/2020,Dadra and Nagar Haveli and Daman and Diu,2203,381,1820,2
1796,27/08/2020,Dadra and Nagar Haveli and Daman and Diu,2228,364,1862,2
1797,28/08/2020,Dadra and Nagar Haveli and Daman and Diu,2266,348,1916,2
1798,29/08/2020,Dadra and Nagar Haveli and Daman and Diu,2290,328,1960,2
1799,30/08/2020,Dadra and Nagar Haveli and Daman and Diu,2306,306,1998,2
1800,31/08/2020,Dadra and Nagar Haveli and Daman and Diu,2340,296,2042,2
1801,01/09/2020,Dadra and Nagar Haveli and Daman and Diu,2367,284,2081,2
1802,02/09/2020,Dadra and Nagar Haveli and Daman and Diu,2386,262,2122,2
1803,03/09/2020,Dadra and Nagar Haveli and Daman and Diu,2435,292,2141,2
1804,04/09/2020,Dadra and Nagar Haveli and Daman and Diu,2450,294,2154,2
1805,05/09/2020,Dadra and Nagar Haveli and Daman and Diu,2467,285,2180,2
1806,06/09/2020,Dadra and Nagar Haveli and Daman and Diu,2537,301,2234,2
1807,07/09/2020,Dadra and Nagar Haveli and Daman and Diu,2575,302,2271,2
1808,08/09/2020,Dadra and Nagar Haveli and Daman and Diu,2590,297,2291,2
1809,09/09/2020,Dadra and Nagar Haveli and Daman and Diu,2617,294,2321,2
1810,10/09/2020,Dadra and Nagar Haveli and Daman and Diu,2643,295,2346,2
1811,11/09/2020,Dadra and Nagar Haveli and Daman and Diu,2671,294,2375,2
1812,12/09/2020,Dadra and Nagar Haveli and Daman and Diu,2695,280,2413,2
1813,13/09/2020,Dadra and Nagar Haveli and Daman and Diu,2725,279,2444,2
1814,14/09/2020,Dadra and Nagar Haveli and Daman and Diu,2745,255,2488,2
1815,15/09/2020,Dadra and Nagar Haveli and Daman and Diu,2763,248,2513,2
1816,16/09/2020,Dadra and Nagar Haveli and Daman and Diu,2783,229,2552,2
1817,17/09/2020,Dadra and Nagar Haveli and Daman and Diu,2810,233,2575,2
1818,18/09/2020,Dadra and Nagar Haveli and Daman and Diu,2831,221,2608,2
1819,19/09/2020,Dadra and Nagar Haveli and Daman and Diu,2859,218,2639,2
1820,20/09/2020,Dadra and Nagar Haveli and Daman and Diu,2887,208,2677,2
1821,21/09/2020,Dadra and Nagar Haveli and Daman and Diu,2924,229,2693,2
1822,22/09/2020,Dadra and Nagar Haveli and Daman and Diu,2933,220,2711,2
1823,23/09/2020,Dadra and Nagar Haveli and Daman and Diu,2944,198,2744,2
1824,24/09/2020,Dadra and Nagar Haveli and Daman and Diu,2962,205,2755,2
1825,25/09/2020,Dadra and Nagar Haveli and Daman and Diu,2977,190,2785,2
1826,26/09/2020,Dadra and Nagar Haveli and Daman and Diu,2989,182,2805,2
1827,27/09/2020,Dadra and Nagar Haveli and Daman and Diu,2996,163,2831,2
1828,28/09/2020,Dadra and Nagar Haveli and Daman and Diu,3002,152,2848,2
1829,29/09/2020,Dadra and Nagar Haveli and Daman and Diu,3012,133,2877,2
1830,30/09/2020,Dadra and Nagar Haveli and Daman and Diu,3032,120,2910,2
1831,01/10/2020,Dadra and Nagar Haveli and Daman and Diu,3040,109,2929,2
1832,02/10/2020,Dadra and Nagar Haveli and Daman and Diu,3054,113,2939,2
1833,03/10/2020,Dadra and Nagar Haveli and Daman and Diu,3061,100,2959,2
1834,04/10/2020,Dadra and Nagar Haveli and Daman and Diu,3070,101,2967,2
1835,05/10/2020,Dadra and Nagar Haveli and Daman and Diu,3087,105,2980,2
1836,06/10/2020,Dadra and Nagar Haveli and Daman and Diu,3092,99,2991,2
1837,07/10/2020,Dadra and Nagar Haveli and Daman and Diu,3103,101,3000,2
1838,08/10/2020,Dadra and Nagar Haveli and Daman and Diu,3120,108,3010,2
1839,09/10/2020,Dadra and Nagar Haveli and Daman and Diu,3132,105,3025,2
1840,10/10/2020,Dadra and Nagar Haveli and Daman and Diu,3140,101,3037,2
1841,11/10/2020,Dadra and Nagar Haveli and Daman and Diu,3152,100,3050,2
1842,12/10/2020,Dadra and Nagar Haveli and Daman and Diu,3163,102,3059,2
1843,13/10/2020,Dadra and Nagar Haveli and Daman and Diu,3168,102,3064,2
1844,14/10/2020,Dadra and Nagar Haveli and Daman and Diu,3168,85,3081,2
1845,15/10/2020,Dadra and Nagar Haveli and Daman and Diu,3171,79,3090,2
1846,16/10/2020,Dadra and Nagar Haveli and Daman and Diu,3172,71,3099,2
1847,17/10/2020,Dadra and Nagar Haveli and Daman and Diu,3177,66,3109,2
1848,18/10/2020,Dadra and Nagar Haveli and Daman and Diu,3180,59,3119,2
1849,12/03/2020,Delhi,6,6,0,0
1850,13/03/2020,Delhi,6,6,0,0
1851,14/03/2020,Delhi,7,5,1,1
1852,15/03/2020,Delhi,7,4,2,1
1853,16/03/2020,Delhi,7,4,2,1
1854,17/03/2020,Delhi,8,5,2,1
1855,18/03/2020,Delhi,10,7,2,1
1856,19/03/2020,Delhi,12,9,2,1
1857,20/03/2020,Delhi,17,13,3,1
1858,21/03/2020,Delhi,26,20,5,1
1859,22/03/2020,Delhi,29,23,5,1
1860,23/03/2020,Delhi,29,23,5,1
1861,24/03/2020,Delhi,31,24,6,1
1862,25/03/2020,Delhi,30,22,6,2
1863,26/03/2020,Delhi,35,28,6,1
1864,27/03/2020,Delhi,36,29,6,1
1865,28/03/2020,Delhi,39,32,6,1
1866,29/03/2020,Delhi,39,31,6,2
1867,30/03/2020,Delhi,53,45,6,2
1868,31/03/2020,Delhi,97,89,6,2
1869,01/04/2020,Delhi,120,112,6,2
1870,02/04/2020,Delhi,152,144,6,2
1871,03/04/2020,Delhi,219,207,8,4
1872,04/04/2020,Delhi,386,372,8,6
1873,05/04/2020,Delhi,445,424,15,6
1874,06/04/2020,Delhi,503,478,18,7
1875,07/04/2020,Delhi,523,497,19,7
1876,08/04/2020,Delhi,576,546,21,9
1877,09/04/2020,Delhi,669,639,21,9
1878,10/04/2020,Delhi,720,683,25,12
1879,11/04/2020,Delhi,903,865,25,13
1880,12/04/2020,Delhi,1069,1025,25,19
1881,13/04/2020,Delhi,1154,1103,27,24
1882,14/04/2020,Delhi,1510,1452,30,28
1883,15/04/2020,Delhi,1561,1501,30,30
1884,16/04/2020,Delhi,1578,1506,40,32
1885,17/04/2020,Delhi,1640,1551,51,38
1886,18/04/2020,Delhi,1707,1593,72,42
1887,19/04/2020,Delhi,1893,1779,72,42
1888,20/04/2020,Delhi,2003,1886,72,45
1889,21/04/2020,Delhi,2081,1603,431,47
1890,22/04/2020,Delhi,2156,1498,611,47
1891,23/04/2020,Delhi,2248,1476,724,48
1892,24/04/2020,Delhi,2376,1518,808,50
1893,25/04/2020,Delhi,2514,1604,857,53
1894,26/04/2020,Delhi,2625,1702,869,54
1895,27/04/2020,Delhi,2918,1987,877,54
1896,28/04/2020,Delhi,3108,2177,877,54
1897,29/04/2020,Delhi,3314,2182,1078,54
1898,30/04/2020,Delhi,3439,2291,1092,56
1899,01/05/2020,Delhi,3515,2362,1094,59
1900,02/05/2020,Delhi,3738,2510,1167,61
1901,03/05/2020,Delhi,4122,2802,1256,64
1902,04/05/2020,Delhi,4549,3123,1362,64
1903,05/05/2020,Delhi,4898,3403,1431,64
1904,06/05/2020,Delhi,5104,3572,1468,64
1905,07/05/2020,Delhi,5532,3925,1542,65
1906,08/05/2020,Delhi,5980,3983,1931,66
1907,09/05/2020,Delhi,6318,4230,2020,68
1908,10/05/2020,Delhi,6542,4449,2020,73
1909,11/05/2020,Delhi,6923,4781,2069,73
1910,12/05/2020,Delhi,7233,5031,2129,73
1911,13/05/2020,Delhi,7639,5041,2512,86
1912,14/05/2020,Delhi,7998,5034,2858,106
1913,15/05/2020,Delhi,8470,5310,3045,115
1914,16/05/2020,Delhi,8895,5254,3518,123
1915,17/05/2020,Delhi,9333,5278,3926,129
1916,18/05/2020,Delhi,10054,5409,4485,160
1917,19/05/2020,Delhi,10054,5401,4485,168
1918,20/05/2020,Delhi,10554,5636,4750,168
1919,21/05/2020,Delhi,11088,5720,5192,176
1920,22/05/2020,Delhi,11659,5898,5567,194
1921,23/05/2020,Delhi,12319,6214,5897,208
1922,24/05/2020,Delhi,12910,6412,6267,231
1923,25/05/2020,Delhi,13418,6617,6540,261
1924,26/05/2020,Delhi,14053,7006,6771,276
1925,27/05/2020,Delhi,14465,6954,7223,288
1926,28/05/2020,Delhi,15257,7690,7264,303
1927,29/05/2020,Delhi,16281,8470,7495,316
1928,30/05/2020,Delhi,17386,9142,7846,398
1929,31/05/2020,Delhi,18549,10058,8075,416
1930,01/06/2020,Delhi,19844,10893,8478,473
1931,02/06/2020,Delhi,20834,11565,8746,523
1932,03/06/2020,Delhi,22132,12333,9243,556
1933,04/06/2020,Delhi,23645,13497,9542,606
1934,05/06/2020,Delhi,25004,14456,9898,650
1935,06/06/2020,Delhi,26334,15311,10315,708
1936,07/06/2020,Delhi,27654,16229,10664,761
1937,08/06/2020,Delhi,27654,16229,10664,761
1938,09/06/2020,Delhi,29943,17712,11357,874
1939,10/06/2020,Delhi,31309,18543,11861,905
1940,11/06/2020,Delhi,32810,19581,12245,984
1941,12/06/2020,Delhi,34687,20871,12731,1085
1942,13/06/2020,Delhi,36824,22212,13398,1214
1943,14/06/2020,Delhi,38958,22742,14945,1271
1944,15/06/2020,Delhi,41182,24032,15823,1327
1945,16/06/2020,Delhi,42829,25002,16427,1400
1946,17/06/2020,Delhi,44688,26351,16500,1837
1947,18/06/2020,Delhi,47102,27741,17457,1904
1948,19/06/2020,Delhi,49979,26669,21341,1969
1949,20/06/2020,Delhi,53116,27512,23569,2035
1950,21/06/2020,Delhi,56746,23340,31294,2112
1951,22/06/2020,Delhi,59746,24558,33013,2175
1952,23/06/2020,Delhi,62655,23820,36602,2233
1953,24/06/2020,Delhi,66602,24988,39313,2301
1954,25/06/2020,Delhi,70390,26588,41437,2365
1955,26/06/2020,Delhi,73780,26586,44765,2429
1956,27/06/2020,Delhi,77240,27657,47091,2492
1957,28/06/2020,Delhi,80188,28329,49301,2558
1958,29/06/2020,Delhi,83077,27847,52607,2623
1959,30/06/2020,Delhi,85161,26246,56235,2680
1960,01/07/2020,Delhi,87360,26270,58348,2742
1961,02/07/2020,Delhi,89802,27007,59992,2803
1962,03/07/2020,Delhi,92175,26304,63007,2864
1963,04/07/2020,Delhi,94695,26148,65624,2923
1964,05/07/2020,Delhi,97200,25940,68256,3004
1965,06/07/2020,Delhi,99444,25038,71339,3067
1966,07/07/2020,Delhi,100823,25620,72088,3115
1967,08/07/2020,Delhi,102831,25449,74217,3165
1968,09/07/2020,Delhi,104864,23452,78199,3213
1969,10/07/2020,Delhi,107051,21567,82226,3258
1970,11/07/2020,Delhi,109140,21146,84694,3300
1971,12/07/2020,Delhi,110921,19895,87692,3334
1972,13/07/2020,Delhi,112494,19155,89968,3371
1973,14/07/2020,Delhi,113740,19017,91312,3411
1974,15/07/2020,Delhi,115346,18664,93236,3446
1975,16/07/2020,Delhi,116993,17807,95699,3487
1976,17/07/2020,Delhi,118645,17407,97693,3545
1977,18/07/2020,Delhi,120107,17235,99301,3571
1978,19/07/2020,Delhi,121582,16711,101274,3597
1979,20/07/2020,Delhi,122793,16031,103134,3628
1980,21/07/2020,Delhi,123747,15166,104918,3663
1981,22/07/2020,Delhi,125096,15288,106118,3690
1982,23/07/2020,Delhi,126323,14954,107650,3719
1983,24/07/2020,Delhi,127364,14554,109065,3745
1984,25/07/2020,Delhi,128389,13681,110931,3777
1985,26/07/2020,Delhi,129531,12657,113068,3806
1986,27/07/2020,Delhi,130606,11904,114875,3827
1987,28/07/2020,Delhi,131219,10994,116372,3853
1988,29/07/2020,Delhi,132275,10887,117507,3881
1989,30/07/2020,Delhi,133310,10770,118633,3907
1990,31/07/2020,Delhi,134403,10743,119724,3936
1991,01/08/2020,Delhi,135598,10705,120930,3963
1992,02/08/2020,Delhi,136716,10596,122131,3989
1993,03/08/2020,Delhi,137677,10356,123317,4004
1994,04/08/2020,Delhi,138482,10207,124254,4021
1995,05/08/2020,Delhi,139156,9897,125226,4033
1996,06/08/2020,Delhi,140232,10072,126116,4044
1997,07/08/2020,Delhi,141531,10348,127124,4059
1998,08/08/2020,Delhi,142723,10409,128232,4082
1999,09/08/2020,Delhi,144127,10667,129362,4098
2000,10/08/2020,Delhi,145427,10729,130587,4111
2001,11/08/2020,Delhi,146134,10346,131657,4131
2002,12/08/2020,Delhi,147391,10868,132384,4139
2003,13/08/2020,Delhi,148504,10946,133405,4153
2004,14/08/2020,Delhi,149460,10975,134318,4167
2005,15/08/2020,Delhi,150652,11366,135108,4178
2006,16/08/2020,Delhi,151928,11489,136251,4188
2007,17/08/2020,Delhi,152580,10823,137561,4196
2008,18/08/2020,Delhi,153367,10852,138301,4214
2009,19/08/2020,Delhi,154741,11068,139447,4226
2010,20/08/2020,Delhi,156139,11137,140767,4235
2011,21/08/2020,Delhi,157354,11271,141826,4257
2012,22/08/2020,Delhi,158604,11426,142908,4270
2013,23/08/2020,Delhi,160016,11594,144138,4284
2014,24/08/2020,Delhi,161466,11778,145388,4300
2015,25/08/2020,Delhi,162527,11626,146588,4313
2016,26/08/2020,Delhi,164071,11998,147743,4330
2017,27/08/2020,Delhi,165764,12520,148897,4347
2018,28/08/2020,Delhi,167604,13208,150027,4369
2019,29/08/2020,Delhi,169412,13550,151473,4389
2020,30/08/2020,Delhi,171366,14040,152922,4404
2021,31/08/2020,Delhi,173390,14793,154171,4426
2022,01/09/2020,Delhi,174748,14626,155678,4444
2023,02/09/2020,Delhi,177060,15870,156728,4462
2024,03/09/2020,Delhi,179569,16502,158586,4481
2025,04/09/2020,Delhi,182306,17692,160114,4500
2026,05/09/2020,Delhi,185220,18842,161865,4513
2027,06/09/2020,Delhi,188193,19870,163785,4538
2028,07/09/2020,Delhi,191449,20909,165973,4567
2029,08/09/2020,Delhi,193526,20543,168384,4599
2030,09/09/2020,Delhi,197135,22377,170140,4618
2031,10/09/2020,Delhi,201174,23773,172763,4638
2032,11/09/2020,Delhi,205482,25416,175400,4666
2033,12/09/2020,Delhi,209748,26907,178154,4687
2034,13/09/2020,Delhi,214069,28059,181295,4715
2035,14/09/2020,Delhi,218304,28812,184748,4744
2036,15/09/2020,Delhi,221533,28641,188122,4770
2037,16/09/2020,Delhi,225796,29787,191203,4806
2038,17/09/2020,Delhi,230269,30914,194516,4839
2039,18/09/2020,Delhi,234701,31721,198103,4877
2040,19/09/2020,Delhi,238828,32250,201671,4907
2041,20/09/2020,Delhi,242899,32064,205890,4945
2042,21/09/2020,Delhi,246711,32097,209632,4982
2043,22/09/2020,Delhi,249259,30941,213304,5014
2044,23/09/2020,Delhi,253075,31623,216401,5051
2045,24/09/2020,Delhi,256789,30836,220866,5087
2046,25/09/2020,Delhi,260623,31125,224375,5123
2047,26/09/2020,Delhi,264450,30867,228436,5147
2048,27/09/2020,Delhi,267822,29717,232912,5193
2049,28/09/2020,Delhi,271114,29228,236651,5235
2050,29/09/2020,Delhi,273098,27123,240703,5272
2051,30/09/2020,Delhi,276325,27524,243481,5320
2052,01/10/2020,Delhi,279715,26908,247446,5361
2053,02/10/2020,Delhi,282752,26738,250613,5401
2054,03/10/2020,Delhi,285672,26450,253784,5438
2055,04/10/2020,Delhi,287930,25234,257224,5472
2056,05/10/2020,Delhi,290613,24753,260350,5510
2057,06/10/2020,Delhi,292560,23080,263938,5542
2058,07/10/2020,Delhi,295236,22720,266935,5581
2059,08/10/2020,Delhi,298107,22186,270305,5616
2060,09/10/2020,Delhi,300833,22232,272948,5653
2061,10/10/2020,Delhi,303693,21955,276046,5692
2062,11/10/2020,Delhi,306559,22007,278812,5740
2063,12/10/2020,Delhi,309339,21701,281869,5769
2064,13/10/2020,Delhi,311188,20535,284844,5809
2065,14/10/2020,Delhi,314224,21490,286880,5854
2066,15/10/2020,Delhi,317548,21903,289747,5898
2067,16/10/2020,Delhi,321031,22605,292502,5924
2068,17/10/2020,Delhi,324459,22814,295699,5946
2069,18/10/2020,Delhi,327718,22884,298853,5981
2070,26/03/2020,Goa,3,3,0,0
2071,27/03/2020,Goa,3,3,0,0
2072,28/03/2020,Goa,3,3,0,0
2073,29/03/2020,Goa,3,3,0,0
2074,30/03/2020,Goa,5,5,0,0
2075,31/03/2020,Goa,5,5,0,0
2076,01/04/2020,Goa,5,5,0,0
2077,02/04/2020,Goa,5,5,0,0
2078,03/04/2020,Goa,6,6,0,0
2079,04/04/2020,Goa,6,6,0,0
2080,05/04/2020,Goa,7,7,0,0
2081,06/04/2020,Goa,7,7,0,0
2082,07/04/2020,Goa,7,7,0,0
2083,08/04/2020,Goa,7,7,0,0
2084,09/04/2020,Goa,7,7,0,0
2085,10/04/2020,Goa,7,7,0,0
2086,11/04/2020,Goa,7,6,1,0
2087,12/04/2020,Goa,7,2,5,0
2088,13/04/2020,Goa,7,2,5,0
2089,14/04/2020,Goa,7,2,5,0
2090,15/04/2020,Goa,7,2,5,0
2091,16/04/2020,Goa,7,2,5,0
2092,17/04/2020,Goa,7,1,6,0
2093,18/04/2020,Goa,7,1,6,0
2094,19/04/2020,Goa,7,1,6,0
2095,20/04/2020,Goa,7,0,7,0
2096,21/04/2020,Goa,7,0,7,0
2097,22/04/2020,Goa,7,0,7,0
2098,23/04/2020,Goa,7,0,7,0
2099,24/04/2020,Goa,7,0,7,0
2100,25/04/2020,Goa,7,0,7,0
2101,26/04/2020,Goa,7,0,7,0
2102,27/04/2020,Goa,7,0,7,0
2103,28/04/2020,Goa,7,0,7,0
2104,29/04/2020,Goa,7,0,7,0
2105,30/04/2020,Goa,7,0,7,0
2106,01/05/2020,Goa,7,0,7,0
2107,02/05/2020,Goa,7,0,7,0
2108,03/05/2020,Goa,7,0,7,0
2109,04/05/2020,Goa,7,0,7,0
2110,05/05/2020,Goa,7,0,7,0
2111,06/05/2020,Goa,7,0,7,0
2112,07/05/2020,Goa,7,0,7,0
2113,08/05/2020,Goa,7,0,7,0
2114,09/05/2020,Goa,7,0,7,0
2115,10/05/2020,Goa,7,0,7,0
2116,11/05/2020,Goa,7,0,7,0
2117,12/05/2020,Goa,7,0,7,0
2118,13/05/2020,Goa,7,0,7,0
2119,14/05/2020,Goa,7,0,7,0
2120,15/05/2020,Goa,14,7,7,0
2121,16/05/2020,Goa,15,8,7,0
2122,17/05/2020,Goa,17,10,7,0
2123,18/05/2020,Goa,29,22,7,0
2124,19/05/2020,Goa,38,31,7,0
2125,20/05/2020,Goa,46,39,7,0
2126,21/05/2020,Goa,50,43,7,0
2127,22/05/2020,Goa,52,45,7,0
2128,23/05/2020,Goa,54,38,16,0
2129,24/05/2020,Goa,55,39,16,0
2130,25/05/2020,Goa,66,47,19,0
2131,26/05/2020,Goa,67,48,19,0
2132,27/05/2020,Goa,67,39,28,0
2133,28/05/2020,Goa,68,31,37,0
2134,29/05/2020,Goa,69,31,38,0
2135,30/05/2020,Goa,69,28,41,0
2136,31/05/2020,Goa,70,29,41,0
2137,01/06/2020,Goa,70,28,42,0
2138,02/06/2020,Goa,71,29,42,0
2139,03/06/2020,Goa,79,22,57,0
2140,04/06/2020,Goa,79,22,57,0
2141,05/06/2020,Goa,166,109,57,0
2142,06/06/2020,Goa,196,131,65,0
2143,07/06/2020,Goa,267,202,65,0
2144,08/06/2020,Goa,300,235,65,0
2145,09/06/2020,Goa,330,263,67,0
2146,10/06/2020,Goa,359,292,67,0
2147,11/06/2020,Goa,387,320,67,0
2148,12/06/2020,Goa,417,350,67,0
2149,13/06/2020,Goa,463,394,69,0
2150,14/06/2020,Goa,523,453,70,0
2151,15/06/2020,Goa,564,490,74,0
2152,16/06/2020,Goa,592,507,85,0
2153,17/06/2020,Goa,629,544,85,0
2154,18/06/2020,Goa,656,560,96,0
2155,19/06/2020,Goa,705,596,109,0
2156,20/06/2020,Goa,725,607,118,0
2157,21/06/2020,Goa,754,625,129,0
2158,22/06/2020,Goa,754,625,129,0
2159,23/06/2020,Goa,864,711,152,1
2160,24/06/2020,Goa,909,703,205,1
2161,25/06/2020,Goa,951,660,289,2
2162,26/06/2020,Goa,995,658,335,2
2163,27/06/2020,Goa,1039,667,370,2
2164,28/06/2020,Goa,1128,706,420,2
2165,29/06/2020,Goa,1198,717,478,3
2166,30/06/2020,Goa,1198,717,478,3
2167,01/07/2020,Goa,1315,716,596,3
2168,02/07/2020,Goa,1387,713,670,4
2169,03/07/2020,Goa,1482,744,734,4
2170,04/07/2020,Goa,1482,744,734,4
2171,05/07/2020,Goa,1684,853,825,6
2172,06/07/2020,Goa,1761,818,936,7
2173,07/07/2020,Goa,1813,745,1061,7
2174,08/07/2020,Goa,1903,739,1156,8
2175,09/07/2020,Goa,2039,824,1207,8
2176,10/07/2020,Goa,2151,869,1273,9
2177,11/07/2020,Goa,2251,895,1347,9
2178,12/07/2020,Goa,2368,928,1428,12
2179,13/07/2020,Goa,2453,952,1487,14
2180,14/07/2020,Goa,2583,1026,1540,17
2181,15/07/2020,Goa,2753,1128,1607,18
2182,16/07/2020,Goa,2951,1259,1674,18
2183,17/07/2020,Goa,3108,1272,1817,19
2184,18/07/2020,Goa,3304,1337,1946,21
2185,19/07/2020,Goa,3484,1425,2038,21
2186,20/07/2020,Goa,3657,1417,2218,22
2187,21/07/2020,Goa,3853,1469,2361,23
2188,22/07/2020,Goa,4027,1552,2449,26
2189,23/07/2020,Goa,4176,1607,2541,28
2190,24/07/2020,Goa,4350,1666,2655,29
2191,25/07/2020,Goa,4540,1646,2865,29
2192,26/07/2020,Goa,4686,1606,3047,33
2193,27/07/2020,Goa,4861,1549,3277,35
2194,28/07/2020,Goa,5119,1673,3410,36
